Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Suriname,SUR,313211425.053762,365127882.672772,322002451.921546,340286399.523772,510197807.88789,598542194.334469,725004169.036795,763649088.839667,938763714.461579,717972319.86928,722835391.000964,572817788.427515,862628349.532007,1013196287.32525,1158920022.81388,1370841045.72625,2021119225.23477,2298809731.10598,2708603912.75562,3109725335.43767,3006908029.12366,2502094727.35316,2998018110.88211,3500942730.86667,3897502195.30685,4212584420.29413,2311942541.42043,2145542435.18412,2789880132.55946,2876593588.1887,1933016759.24601,1935667027.22924,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Eswatini,SWZ,1049282203.20004,1094907877.35145,1213848630.39853,1232695672.08411,1193906824.40659,1521122493.49564,1477143291.34026,1556360285.97565,1349116174.62731,1358119011.42918,1491895795.36601,1395138153.48063,1181664439.08453,1802598122.10912,2358727860.22196,2948308666.04983,2869281637.08286,3045998991.57112,2771448868.73836,2899039605.59401,3348330552.08241,3382387432.86939,3300427854.47054,3272468992.08476,3175709072.0426,2950018703.36218,2748766381.98499,3201495367.22481,3509458795.46732,3144319569.18185,2816719820.9652,3482722072.41606,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Sweden,SWE,219795869048.114,228785222737.746,233145100415.581,171853247330.814,189869632652.555,223826209651.079,243620338456.049,223331282590.433,226160501275.725,232134216370.059,222027905098.026,203355468496.913,223889286670.34,286522283563.305,326747434965.425,335249772071.934,367328308218.702,428583877503.817,450366238033.956,369325809203.493,423786780953.711,488078480364.854,470536872562.006,500080240620.801,495514182187.217,425025439105.011,432747589460.25,459032738907.882,470799099793.76,458007910571.367,469238771521.351,539858010828.979,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Switzerland,CHE,..,..,..,..,..,285524417506.554,276587232586.947,245694707149.428,254258777946.176,249965500974.193,236584390601.742,233152145747.623,245742349654.49,300454247583.496,335095696898.596,357234246457.833,375504609429.393,386075759739.113,403714188046.177,432208067538.371,494464162298.821,559016934483.714,547936833806.623,561777826575.911,565016110459.73,549515574202.725,533120792261.672,533068115454.978,538180749516.028,536712507500.121,543957609133.445,606111972184.517,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,65560786083.6197,72352842615.5113,75081172718.9338,78909012565.1816,95893047429.0973,111941723649.031,131193686369.309,156292206744.357,187292346398.165,197398562681.8,217910728374.083,50128321751.0348,34274026057.6426,17313410632.8769,18267655189.7962,14164850310.2976,11188892696.923,14690012611.3898,19283835785.1023,20462312512.0926,10089108768.2855,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1640253880.20077,2147527964.75223,3082922707.44621,4391459569.58563,6143996358.19761,5556450550.63292,5875607867.80673,6911022062.22266,8288569241.98972,9210747943.79269,9853208337.65007,8901359503.97641,7470805603.73576,8152614086.16445,8188239802.67297,8491672142.81165,8294658055.54744,9055722664.39267,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Tanzania,TZA,3156193551.05337,3709402272.67576,3368211630.73516,3067088396.6243,3328073514.82419,3943129369.91713,5037361886.17306,6099870748.65206,10017341313.8129,10511073723.1118,11172782443.5837,11286858012.7584,12081767704.326,13001580705.8234,14344138423.0898,15937685592.1256,16455748980.9483,18963046740.7145,24151276224.7135,24298589713.4966,25672665820.4003,26727541914.1224,28964239475.2236,35353915641.2515,40084310796.0416,39194492137.8039,41504598990.7952,45203555661.1461,49866836753.5528,54736149745.1402,55510232274.4735,59188718347.0886,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Thailand,THA,73597295028.2663,84745297823.4288,95922687323.7903,110807808910.06,125426638074.278,143697457768.425,152814794901.455,120801523229.529,87080180698.3615,99452316678.4323,99251282212.0878,92832213141.3015,105281419377.015,119818481224.828,136712129381.852,148841594273.521,176665300078.688,211872449254.181,229756682472.93,224217157774.247,270202029568.499,296588458455.031,307802226912.153,317455793479.079,309975595504.157,306808192397.832,319338426140.403,353848493160.986,389678054611.734,424075099664.084,389835503616.91,386826546804.11,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,636921923.381348,..,..,..,..,..,..,..,..,..,..,..,1616381801.50379,1495162220.91459,1554530765.93829,1305192008.32521,1830151356.24605,1592846197.18824,564159462.32175,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Togo,TGO,1429388809.09971,1388961754.00476,1477892136.08086,1040228649.27851,786402579.296733,1062759432.56638,1251429493.56956,1295003319.32708,1367814838.86909,1398668331.74302,1320893301.5983,1315172596.93462,1524008332.37423,1842738742.47884,2016607312.39983,2015270947.45424,2129954487.4526,2299050969.93962,2825206489.10148,2832960181.48624,2858218910.05538,3239207257.08304,2881738604.66423,3462997011.31583,3799715491.37288,3655283022.1276,5260457102.1625,5584433212.58135,6393803054.35513,6515480812.71934,6814681944.23456,7389560187.73252,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Tonga,TON,108460493.150382,125801242.778752,129419681.815857,130569930.945236,190209306.101978,195007267.830868,209090992.956701,203750621.391031,183386128.733158,189733288.188575,190067567.975472,166479349.226508,171412000.797212,186854065.596899,213583419.555091,238965393.990846,274137693.948428,279118249.306279,322903741.338428,296865916.035462,346380982.162913,389418076.752468,442292423.147589,422321448.320854,404730704.241741,401993439.998123,385106822.952724,436558184.812802,475450936.345122,508215581.861152,481139163.862624,451921466.069444,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Trinidad and Tobago,TTO,3304328078.15248,3761380832.83016,3846179933.18102,3344191579.67031,3522453474.98872,3894257267.72397,3941815622.91363,4150801953.12252,4694685892.5284,5068985751.02665,5792088257.18666,6649991378.29901,6718235075.88289,8170240656.8257,10334003547.4341,11329885626.3585,12450732377.4912,15367598680.8127,20598035123.1771,13047134054.9254,15391908517.3688,14457056018.6272,16101426295.7009,18463559179.3661,21123800416.4071,22203894537.2528,19093348522.4163,19697074401.5388,18687632926.4988,18445359299.5467,16940185487.6064,20708680377.9956,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Tunisia,TUN,10212367174.0539,10667763107.6234,11561167134.3804,10695665747.5459,11631749595.9956,13636787735.7915,14710019782.7876,16071173018.3452,17085602009.8372,17989462968.6911,16638445508.457,17446861380.9193,18199724370.2474,21862102210.9231,24747368090.0252,24944220419.6928,26635445629.1919,29319232145.3405,32577032538.6585,32582355966.1182,35252622412.7576,36301606446.7449,35459486779.8093,37044581015.6356,39815256231.1867,37747016889.318,37022752855.6022,35201216097.8157,35908744785.1808,35561290546.1895,35717029684.8571,39584781006.5511,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Turkiye,TUR,124953002717.908,123904589271.569,131217322365.242,150227471837.688,105982755959.832,139430497350.303,150081502200.798,157614871068.93,230279822292.334,211270820837.631,226560793397.926,160828497016.568,192107672411.784,255345544867.302,335959620233.958,420120243138.406,463398755945.139,567835932956.302,641212675386.015,535249299613.424,651354003433.262,707702807263.913,743919593925.909,812128664939.146,792603412596.08,726983882746.545,728847826520.938,716486542485.28,656435227682.852,629381111739.29,600186412689.749,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,2145382464.4298,1761074345.96754,1207085468.99922,1402502737.82259,2271902763.7572,3179340891.56053,3736589923.1158,3912944601.02719,4840745676.90281,7546550747.96174,9863102497.56044,13767827640.6347,14913379817.7008,17403035681.0347,..,..,..,..,..,..,29204779058.2334,34053813931.7606,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,766639557.653637,855089097.52897,937942499.887117,907482093.462706,971360386.065585,1038275836.70092,789508666.802865,849820404.516638,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Uganda,UGA,3221317935.07162,2322862733.95408,1830883158.13462,2302922430.01877,2942374015.31954,4230955406.55844,4486177466.1976,4793541519.09627,5062689943.13171,4860323152.7852,4949685965.70801,4571075289.85906,4784762748.21738,4678527827.87757,6013609216.14314,7102495538.58363,7753486838.26193,8904171303.73629,10637217280.6015,20012685893.5393,21154289175.2968,21337761378.6135,19524567671.5007,21012756470.9607,24313200067.6389,24691892717.6739,22072752769.2169,23668637950.2116,25465256083.3057,26867153493.5898,28297174911.6383,30031521812.2183,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Ukraine,UKR,..,..,..,..,..,37641066735.3069,34667523085.6564,39398737824.7401,32765434919.6269,24289457216.1817,24188073480.1621,29930554398.1484,33584337981.7589,39634950208.2665,52313174098.058,70830407998.0332,88596812710.1477,120138769873.248,151435415353.639,94270899905.2274,113182037020.432,134802493092.119,155027862042.205,160262796127.738,114008561197.867,82933027873.4708,81506683250.4513,99432791110.6306,115101330285.145,135932035529.804,138470185672.587,163914375539.316,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,95283621864.1878,95850078367.2002,97866220510.1001,109112746182.632,130068083509.99,153142988360.065,188940903226.901,224911459516.207,265977300330.739,216457703751.465,258409473619.958,308582887139.294,339771206931.824,355398110441.848,370853216815.38,339166891399.72,340753429999.101,359564629358.578,386479973263.637,379679863257.963,318727473453.759,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,United Kingdom,GBR,938750606335.92,985121922609.907,1034187368628.4,932858601957.041,1025779062635.84,1118682083513.1,1178897179659.79,1330772319420.29,1451272053003.73,1457365384053.43,1437037437474,1422579064896.92,1550603189070.74,1787034459096.56,2101661929776.3,2210988669650.53,2310573728406.73,2619141931478.1,2442026335729.03,2011488268905.27,2107142149502.3,2261689589495.48,2262588970014.81,2314129393608.96,2554317786556.22,2438018206075.44,2237641178823.02,2250353892012.15,2397401605824.53,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,United States,USA,4968811426220.28,5131527299974.18,5436951985204.29,5690464526236.49,6079147697995.3,6419103361004.81,6822665631685.81,7308349275122.84,7800487715538.62,8255236998659.39,8794138409420.54,9087323150609.16,9349459329790.41,9734670026188.77,10404890989299,11068418255750.9,11852135464350.7,12207641597201.4,12214101693747.1,12009894039948.5,12722091661665.9,13296413540065.9,14049366650049.1,14448714729140.7,15165776173714.4,15741217552602.7,16012842178567.7,16734705033537.7,17602894205765.3,18261844597577.2,17860069690350.5,19593000990250.4,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Uruguay,URY,8788558395.16771,10780303554.1548,12537970059.0511,14624192052.2332,17054256977.2738,18776780019.1941,20045656784.1687,23505278083.4066,24869884096.574,23480149673.2041,22241204165.1871,20317738775.609,13261092824.443,11190022648.7965,12724719819.487,16453137930.527,18703936864.6517,22425309075.6796,28829964738.3402,29681897235.4594,37529747665.0156,44503992102.9346,44924232763.6895,51418560440.5683,50381478532.9751,47804269388.5369,51033428049.7018,56662079899.0801,56354808943.293,54062376813.4075,46847647419.1555,49994553832.2173,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,13562081706.9499,15270034267.5468,11083711631.1423,8337127829.7759,7381962331.8735,7642566255.64775,9450651003.95275,11619354728.6379,12776494216.9178,17985834118.4352,22575730919.9581,27236828134.9799,40919563274.0509,48052039160.8417,54032504086.7659,59539164361.1457,67674861750.9334,74303403461.0591,73792830153.391,52546736512.288,42195515525.4447,48564113123.503,47785347371.4739,49922061225.8116,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Vanuatu,VUT,154060468.002308,161354782.892068,162854744.379715,156449188.499759,178363619.720094,191830336.742145,207953360.152388,220565220.573886,233039473.920699,241252031.110766,236652269.641303,233679912.998718,230611115.820398,274343667.376295,316684470.769288,337317714.151139,385120743.888302,450307075.270528,541308712.728813,519903681.800291,588485884.194915,682804042.608572,645007349.829458,697558736.833088,721210850.26218,683379604.75955,733375350.355896,805578162.110381,864311748.405728,938177823.753316,910108148.864689,966468684.932928,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Venezuela, RB",VEN,34928325929.1125,41153370073.5306,46573041125.2966,45257152133.7188,42929080204.4678,58100374518.1112,50343378671.6748,62972202385.2478,68769238728.0234,73759134569.5873,89101053017.457,93754939868.8913,67842513414.9731,60564503478.3428,84150966410.9043,111640166286.209,145763662861.786,192087478365.576,266597274909.392,268309670675.822,317588366469.394,244200705656.861,290359586478.741,276274158604.147,354707430098.717,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Viet Nam,VNM,5497340866.94537,8497390599.42073,8794479485.09852,11851716095.0497,14936859452.3349,19498387098.9045,22941607501.8696,24830351050.5609,25103546635.2015,25847140442.6733,26985395033.1689,28329352859.3552,30126708901.7711,33256196000.0716,36098867269.3243,44770564641.0174,50756155340.1632,59933491139.7424,75584651634.7893,80874256362.077,115332338086.026,135101994515.16,154477720233.241,171082680414.096,188100250560.32,193012873974.015,207119930081.264,226109651614.286,251443799424.426,270987124646.919,284265645145.513,296054908425.414,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Yemen, Rep.",YEM,4606930004.90844,4753947346.15313,5554457505.49873,4460810887.48823,2975721635.40206,2852138756.68603,3757384949.02242,4660162371.75877,4798210203.62063,5154129863.60211,5779061282.12926,6535218682.20466,7176301985.72477,7697442217.61603,8609155809.12215,9858389922.9027,11990966321.0459,14349845216.8028,17523218923.8192,19218064606.2231,22931474394.867,24534799563.9935,28996204124.3027,34363835424.6635,36725091501.2956,38965340068.7833,29768358959.1752,25500125316.9064,20503641225.9055,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Zambia,ZMB,2023691092.26614,2226780476.94898,2140186893.73514,2335956820.14706,2693062081.02558,2722179565.34978,2580924752.50915,3153645480.17836,2515558371.81423,2546054912.79615,2578752656.63084,3041415032.9982,3083981478.87746,3507625079.22629,4283725502.98579,5695809136.26698,8275037499.62031,8656610560.84748,12240352038.7584,11250633677.6644,13772324295.4997,16884784694.7916,19827787799.7699,21467318409.5115,21644387557.1153,17062740007.3973,16575472568.3556,19697988843.729,20382855807.4592,18571141529.424,13216267874.3925,11969103804.6004,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Zimbabwe,ZWE,6639099371.74281,6264416639.47352,4556878595.24555,4603836052.74566,4474240283.32898,4397464748.40688,5801831761.79786,5199125101.95147,3269724088.16527,3963028968.17588,3648883135.59402,3967045904.94542,3781694830.84654,3259312962.72159,2838814401.22178,2794143961.08253,1999539830.3989,1534688238.42544,240072014.457882,7402835180.97556,9372241949.57747,10408194388.5304,12963740082.5096,15166271748.9124,14990515740.3529,15403238923.9308,15640355814.4896,13388596245.2217,29812469439.0125,18704431729.6674,18195165638.5009,23546536254.0077,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Africa Eastern and Southern,AFE,177898012894.442,190962530399.667,189578051303.996,188848233659.7,191414442739.89,217019088796.723,219471941766.947,231494251735.946,217836225179.293,216868775635.13,232138233561.893,206174285831.218,209382705025.276,283561865871.859,354586901611.73,406936023433.906,445859697828.743,488903795958.948,491688865593.421,551348058902.246,647100323184.292,720717248770.659,742075165255.708,753604848653.555,784046154903.007,741909236063.753,719714109701.723,830870754585.667,816774897190.161,819717367220.56,762566131137.719,866315116362.749,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Africa Western and Central,AFW,92148084214.61,93349508667.0905,92814562116.6739,75368435338.7822,66309736701.5264,83651733022.748,92804579124.7585,94714513361.0945,100884776939.077,108553049187.65,98536497966.9623,110089126986.056,135751918845.723,154966015432.32,189121956882.509,226093849134.567,309997767677.546,359234703589.005,432700418304.514,403505482313.162,455521901550.453,504090893334.808,559242409730.136,650490354968.214,731443350204.527,649626064751.412,586751222322.726,567397297698.12,625239989059.578,654349679725.878,652269405086.373,677102880207.184,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Arab World,ARB,382039668360.413,376239487163.719,415559208544.393,417101891232.583,424030271214.952,470018805049.595,508268850469.176,554504677939.792,550897893428.862,601839333978.893,664257763822.072,662373685444.225,672453810421.598,728941696847.234,855461834576.801,1020562288535.31,1222800511480.04,1443468657804.48,1783058821356.9,1630777193640.67,1891447514848.71,1991149839592.76,2205722648350.34,2274075934090.29,2350119084750.4,2141147130648.35,2154855276444.48,2201069987580.93,2322690607335.13,2355265962529.16,2145095527023.9,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Caribbean small states,CSS,7194315135.38124,7246435260.91889,7508805869.02775,7723293257.75037,8249847067.96802,9371174172.8143,10505203324.5742,12525254351.0424,13703901620.7101,14538846713.7961,15167281640.761,15198483973.9268,16244547268.8216,16649388958.5265,17430076497.9881,18973183742.9745,22076268764.7683,23971700143.1511,24904230230.0445,24616507586.5928,24744686071.4138,24419374582.3651,26209982493.8929,26864148376.8344,28026632659.292,29317895263.0938,27416377424.71,28604812126.0152,29839274884.7849,31397054985.7741,25618183558.8658,28187072928.3939,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Central Europe and the Baltics,CEB,..,..,..,203660583677.652,242312471146.339,313008335862.072,332084071208.848,327923288272.581,361650294783.662,348546582583.95,343880978982.333,377242087594.004,424774799819.174,504615924524.675,603409247870.447,712442860747.899,800767593598.705,1007853536212.35,1240450341362.7,1040579627565.9,1052314633867.06,1154683307402.74,1087883469546.9,1139574654398.97,1179040488352.78,1042100378371.99,1060589342669.52,1184001627222.15,1337667301445.83,1361827939245.88,1354602466785.51,1541917359820.67,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Early-demographic dividend,EAR,1521921971641.94,1639405879647.07,1816970685975.37,2018588662750.17,2122316620274.95,2148814189518.96,2337256413089.34,2519411290712.87,2496791284260.96,2618594531040.83,2804893390132.9,2785933573398.37,2715884204010.84,2999092049453.87,3456445127718.09,4000532758104.03,4598051439045.33,5491228528439.72,6118658851582.15,6050297240223.43,7313823663269.71,7967447741148.29,8334875268288.48,8475075337297.26,8807676194271.29,8575713884473.22,8876591032360.03,9558300199712.72,9581919718379.94,9804883716575.42,9151209930922.52,10439935982325,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,East Asia & Pacific,EAS,3803446680311.99,4279709525699.37,4628732087502.35,5150309856007.43,5849754166515.48,6674606373356.33,6437884749093.63,6098834595831.8,5377392933885.25,6014148366459.59,6515253537411.04,6058704756912.75,6173281969710.92,6836575540894.09,7675960426707.57,8153313178035.56,8653118159383,9689260954548.48,11003605728822.8,11401770275688.3,13257717976897.4,15168199831715.4,16463487920745.4,16546310146883.9,17102246969569.4,17021436625549,17673228409603.7,18886559240067,20278521343258.2,20618048774210.7,20376160339413.1,22953824115778.7,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,East Asia & Pacific (excluding high income),EAP,553573255022.983,614642577560.319,692186646840.22,759658938791.495,921098277171.749,1124819354052.89,1289740681192.76,1333872188837.16,1202062968467.54,1317077667374.43,1430197290666.51,1510384365589.22,1687472056725.79,1904704614736.54,2175388392304.78,2488780631680.85,2990438452246.09,3770527997537.55,4648177520035.49,5143006863798.91,6083145563466.81,7201222860454.33,8218885899464.13,8966340349473,9733209782317.02,10120414172541.7,10372204543913.8,11361072278914.8,12467096363884.4,12842601176212.4,12838576765730.9,15072080637173,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,East Asia & Pacific (IDA & IBRD countries),TEA,552896256240.745,613890893347.354,691340129215.424,758729905150.848,919971809434.536,1123443743280.47,1288163377985.56,1332240914494.85,1200592891728.03,1315466932085.41,1428448214432.51,1508537223649.22,1685408343356.15,1902375234310.37,2172727976038.06,2485736948768.76,2986781261129.72,3765916786935.22,4642492977850.44,5136717164373.87,6075706110600.77,7192416042092.14,8208834518378.06,8955374860366.27,9721306441412.98,10108037295573.1,10359519737013.1,11347178124838.6,12451849584926.4,12826895169323.2,12822875680540.8,15053648062722.2,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Euro area,EMU,5046909459739.93,5221047238657.22,5749502291688.77,5239779401701.02,5521534614247.12,6383011285874.12,6468023933120.22,5912274807131.06,6076452088560.43,6056222496067.76,5507916644021.41,5568164146536.49,6040490393761.55,7433304045820.16,8567868485164.65,8873887355636.1,9454076449219.79,10849487515162.6,11790988662736,10737716530411.4,10520368363575.5,11358455350283.2,10494180388485.7,10963750025542.3,11231199479465,9656759673190.75,9943535295351.79,10535580860418.6,11410531440910.2,11124821581977.6,10624028175525.2,11957955420426.4,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Europe & Central Asia,ECS,7211478730557.43,7463577632135.54,8130987960448.91,7418914209702.68,7811957712776.98,8972574690789.04,9206569404616.6,8774102572662.79,9093065974323.91,9008493621429.09,8460471458664.87,8505808795378.88,9278177601033.1,11290827063931.6,13201563669614.2,14052549540515.5,15175762282087.6,17660392184087.5,19152496517880.4,16853756565407,17358203963855.2,19173643693935,18434206605192.2,19257770715055,19546445349592.8,16849189685974.7,16809215039168.1,17830438667717.4,19054804854421.1,18741891787797.8,17982356496560,20288249832237.1,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Europe & Central Asia (excluding high income),ECA,..,..,..,255973928707.03,192304755910.604,239602274987.961,250850444333.602,264665993315.144,346502359956.617,313838385597.774,324501859373.497,264003278222.113,307448807106.378,395992413679.92,516996277547.445,647819424392.992,745647917838.281,948208615637.084,1122056419517.85,939557799667.973,1121603276296.85,1261233719818.23,1346211209424.7,1478992344910.59,1419538432498.99,1260029653915.26,1199413812527.08,1220058555553.06,1186452465563.42,1203017274560.34,1170889869609.04,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,566036215408.77,583006298582.278,534521838242.663,617820099655.801,683403999610.618,718675107411.942,732315221898.606,654491016816.964,714488166140.005,718467739115.411,807993039113.703,989750793297.403,1293616574186.86,1629005527195.97,1967479391041.49,2568174788715.94,3154341734786.67,2505248799594.21,2970190422294,3578540835702.99,3752561342923.52,3967561965041.47,3743337418045.16,2971398477230.65,2842748633121.63,3168318869179.81,3267791809794.65,3327579367218.87,3185702777041.15,3555732037829.38,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,European Union,EUU,5516525977610.87,5700228095192.41,6255998619422.55,5680730488357.09,6023130901809.77,6998694349671.03,7120527384277.12,6527856558611.32,6726450193226.73,6701283754333.17,6129061574356.91,6200808166563.67,6739447581203.11,8280917651406.77,9557828823167.97,9977084170787.32,10673491345443.1,12317270204146.9,13499243815037.2,12178960300649.9,12040323573193.4,13042968359482.6,12092844098886.8,12647088909292.3,12953277029183,11164241687290.3,11478560395035.3,12214404132542.4,13246921196056.3,12962727560113,12475219352924,14067200043122.2,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Fragile and conflict affected situations,FCS,..,..,..,..,210394555505.706,271070552612.837,272469778511.426,315696528887.364,317905646451.977,346012127599.798,397226371090.641,402421155501.687,403496210935.223,414272360754.158,528506593423.106,656136255503.208,842534399503.518,1039955659717.37,1326573205067.19,1250989238652.69,1448820395103.12,1303393188859.17,1496814606300.54,1564136961774.19,1673356659303.56,1404751202286.84,1325606407403.26,1385321129904.17,1429231718922.56,1497118431623.93,1414745619138.74,1443432686749.06,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Heavily indebted poor countries (HIPC),HPC,115863690697.573,119337780078.309,115017813207.734,116094414901.495,94497457512.1445,108921637296.456,119837875886.778,124395850722.718,134569786276.103,139899983430.307,149968799705.197,142168503778.755,151068390643.306,167163590450.278,192834750098.579,217924217406.239,254356687167.029,298208696429.967,361281238009.953,379381611379.592,403624204846.925,447264839587.534,469287853045.229,528704653332.799,584027888610.648,575088900831.254,607854825048.291,671560925527.053,642505596748.955,670630087246.609,676104945969.487,718282097702.494,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,High income,HIC,16108313264367.5,16982795265885.2,18224857875929,18228868006219.3,19621697684436,21758461816268.7,22040425940423.2,21761902513356.7,21906908733398.2,22881894313795.4,23347855918954.7,23208499502229.4,24168689841209.8,27091568833248.8,30347288029383.6,32163351836803.3,34271946827965.9,37453344516589.6,39479058368280.2,36684951843609.1,39036060026321.3,42470977796915.4,42814973488915.5,43372123656668.2,44233591374570,41371993930272.6,42046146697450.9,44232296616726.8,46875786147618.7,47237106171554.1,45547161211446.2,50244163700135.1,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,IBRD only,IBD,2428128058589.52,2553237209438.82,2808293368595,3080645186601.97,3474547281772.62,3966898169850.96,4396544050017.85,4681497454347.94,4576738218070.45,4438184320260.11,4784090284207.49,4843150555006.63,4926591774034.28,5509385753742.96,6504389814983.91,7704778761908.61,9139763116075.61,11421878525563.7,13472605222903.9,13272295211503.2,15912151500530.9,18436979182421.6,19732437691567.3,20748222596516.6,21530927898262.6,20330730304191.3,20488366729352.1,22642418311115.2,23659825388648.6,24161179090801.7,23077771816799.6,26761200673632.4,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,IDA & IBRD total,IBT,2725320400949.28,2860321568726.2,3115381537884.57,3378419706741.35,3773595898868.04,4312683888865.84,4783480091223.01,5085363641725.22,4986100136467.98,4861468388688.77,5238862629316.47,5302562476664.68,5418521128599.56,6051911341639.03,7142768778771.63,8442526131293.1,10035754350264.5,12466478037797.6,14717530493239.3,14546604244513.8,17357481736311.6,19884942666023.4,21292283866811.2,22456928810084.9,23408832964555.2,22201154190621.2,22421478694389.1,24651463304599.1,25739743291016.9,26322831780897.1,25227372222741.2,29058641357501.4,..,..
