Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11080132310.4451,14289975733.7475,16630409946.3194,18511801827.4972,18890016968.3984,18885765415.8654,18572571195.5786,16826000216.6437,17751891426.8509,17143221811.4464,17731939790.9716,18585819842.831,13621070038.579,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Albania,ALB,1614375157.66698,819582623.082275,441774487.757731,1020237179.34391,1632482877.25826,2132766641.32694,2897397564.93471,2025024379.93284,2343496684.44934,2950532368.78671,3209365254.07746,3631640057.60978,3991381781.24409,5165500600.83169,6571619027.00355,7341407675.19719,8208357748.01547,9593087198.1755,11289217439.7528,10297867629.9399,10224245606.389,10906001758.6098,10216293757.2316,10878878367.4931,11106516465.2136,9442334426.19139,9972441813.86917,10717903287.8611,12442708487.5931,12449979123.8861,12266743273.595,14797555219.3842,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Algeria,DZA,48400205176.271,35425860299.2761,38521776003.9985,39664629250.1424,33377060228.3684,32046111086.2377,34947253178.8965,36975513772.9517,38593316180.9823,37150109037.8389,39969924620.2215,41968599079.6174,42752422136.7965,50383016546.9952,61413738314.1801,69201537821.746,78821263687.4131,95847938917.1649,122343503123.494,105062588527.001,124896109895.927,150591919490.774,161152271436.813,161726351236.125,163368109451.855,132830106034.379,133028752187.12,137393386936.339,134855486664.369,134133596932.454,118467610587.324,125758796095.107,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Angola,AGO,6654135061.69319,8375021832.30031,950212792.225714,1157568942.78547,208452954.278407,2518834106.20542,2998622788.93286,3950231711.83568,3887560641.27528,2606974330.30121,3261792173.73377,4259081638.14712,9587531694.05095,11841538648.7324,14498522980.3379,19664495927.6405,27561990009.6016,30719156009.2045,32734520130.9166,41922068582.494,43671933104.5708,59665657182.0996,72141626387.2182,83346229610.4108,94702895519.7016,66790173500.1792,35196052952.4937,45362409567.1982,47156217466.9987,42988475833.8169,36803520680.4863,42541367192.0476,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Argentina,ARG,120635727962.181,166898435446.466,204024866060.271,210926349278.954,227106385135.324,223528398630.206,236983938646.198,253376657567.304,257718078198.383,240031171641.903,238399675554.473,224968752618.712,75590438007.3152,103448403705.699,124005526472.631,148938243056.375,193236491249.098,243687486346.74,305021774544.565,278180375836.102,353652788044.292,442536187080.218,454254301661.785,460395962371.796,438031034121.621,507308748132.43,473643779848.176,554002069337.642,439587197173.017,370477828048.014,327236387986.867,411983137959.54,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Armenia,ARM,..,..,..,..,..,1292061887.12231,1399161038.8252,1475020602.23717,1666894458.81012,1613960366.73582,1662849056.88797,1846903282.95419,2062124781.6973,2467615973.33765,3203971132.14316,4419905086.37887,5853474294.20565,8521312506.34816,10947116645.0228,7921367056.47125,8398953353.54987,9080773851.05582,9592549254.72696,10304677648.1052,10623316108.1698,9466501710.46717,9300728051.92981,10354023834.2678,10947568529.8212,11908830641.6584,10711840239.6961,11228790133.6548,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Aruba,ABW,683773980.829681,780780694.188568,856656339.804028,960989787.715297,1106737203.07309,1162941066.03208,1211278786.74346,1336018162.74569,1474846207.03778,1505350759.72449,1657709353.36425,1644062996.16331,1622332081.4401,1777022032.95466,1942929574.70071,1639719957.52302,2105403812.15326,2012381296.21543,2431892488.23828,2208167313.42423,2058374498.59793,2109879864.34631,2227468288.83999,2275254390.26909,2394184991.053,2511924645.18289,2518955855.90613,2578785125.25219,2634165034.17004,2842228351.01809,2235240728.52526,2662868129.82011,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Australia,AUS,242314303076.364,252912262623.64,252921267527.663,245924421912.346,257138368466.784,290203526005.273,318181445794.347,345543452881.81,317886063632.724,310281506662.096,328524176021.96,301315373126.931,315068295181.881,373377605944.469,488840001504.865,543136014274.888,579748210102.762,653617418986.375,809013851568.115,726295801922.976,890847988171.64,1080433607020.2,1218644184896.03,1245948271944.58,1144038843407.43,1060111764468.07,945324748053.848,1034587678563.71,1103478989575.36,1067378884842.85,1026904727925.07,1174103054110.46,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Austria,AUT,141275741945.918,146614446328.637,164652124508.436,160097756075.582,170996237597.032,201778869852.38,199178805103.143,177545047028.139,181791010854.672,178669957528.247,163368840443.054,161995184033.075,177160716039.954,216991578039.717,250154087655.771,262127244913.877,281069136819.862,324843023350.287,363109392724.626,330807707768.652,326358893217.723,357695774669.505,337036358149.526,353558345695.025,362927559224.193,309509620837.21,324970568481.538,338193680745.798,368223677922.523,361524412024.267,352354851282.374,387622418852.71,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Azerbaijan,AZE,..,..,..,..,..,..,..,..,3543059711.535,3414993736.81681,3075950947.85699,3700917515.50466,4679533296.18327,5543120931.99119,6321933748.24821,7948260087.29887,11695512378.735,17702955292.1817,27098080663.8216,29306350902.2831,36581360220.6761,43890807363.3152,49216878725.1296,53432888890.4873,57703409570.3564,43038971195.4602,29559398424.9812,31790612688.9874,33942558298.6172,36650198911.4157,35635384007.7098,40200481168.1358,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Bahamas, The",BHS,2807793551.75886,2766118408.28004,2856729553.26022,2783931904.03614,2910566715.54084,3670547027.83411,4234540426.8662,5829380504.28761,6260545893.6934,7089020574.30549,7406607195.56887,7582558425.0036,8124261106.47614,8129848272.90283,8305966095.60158,9010928782.26448,9240894270.10506,9672364878.03117,9700832949.45657,9108831066.9998,9120437520.44459,9107001115.06643,9734570944.23857,9482666079.69604,9881180749.59395,10367560246.349,10378762091.5885,11077632309.5897,11074680236.8632,11709113685.7282,8673477613.15812,9868277248.65157,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Bahrain,BHR,2445786556.54158,3358024040.56783,3260491938.41445,3488807134.09524,3864041836.07479,4254452559.83952,4294594917.67689,4384917850.59045,4627197587.19726,4572935753.56978,6141234355.32392,6231838410.40074,6624965929.13944,7780923855.10474,9175249294.64074,10995115322.5805,12815271029.6561,15582570497.0359,17434072498.8751,15366673454.7077,16892485994.3757,15938495265.8426,21256658462.1261,22029775605.8305,22816232556.9528,23408567786.7091,25226027765.8307,27150394797.1708,27404746746.1784,28052942595.733,25399568221.4368,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Bangladesh,BGD,29718966289.5206,29167312910.6112,29913967596.4493,31412805715.3763,32111483441.755,36047091060.7267,43911753999.3585,45788735835.1384,47399899093.6339,48699214592.0465,50759755864.0968,51157911892.1475,52338565275.5643,57605843839.6695,62559964229.613,66741897884.1414,69162037725.4456,77464643918.9879,90477993030.7096,101403822815.232,114093205737.914,126960518030.501,132381918586.563,148630473444.019,168853214206.68,190332221808.999,254207227699.906,277679601303.089,305777695036.025,360627233626.55,383459686377.669,430454772495.358,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Barbados,BRB,1783731964.41254,1800389775.25908,1758537423.62721,1846418494.99827,1922005458.51037,1943473948.76996,2065805894.71883,2192949456.18002,2482384454.78777,2579669980.61494,2666807071.16158,2650240356.98274,2685144140.01259,2758375622.41506,2961825968.27081,3259387957.72401,3519689994.38481,3981344307.8564,4026040439.2709,3815072423.03365,3923132258.54868,3831982058.20683,3916883666.9907,3974501014.84515,3988496071.0643,3991714767.10296,4074036306.67937,4208542040.64169,4288439253.58824,4465152428.68021,4049711983.94981,4164575078.91452,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Belarus,BLR,..,..,14489697909.5279,13995816052.605,12843386924.8239,11840027113.8031,12478020387.086,11882436106.6295,12934274392.2779,10242153168.9223,10755259385.7436,10500098930.6389,12449994604.2536,15269064786.9518,19700842456.929,25861963143.8016,31451240973.1279,38259894385.4761,51003485311.8057,42585360173.9226,47583347699.174,51663370435.2742,54185455632.6217,61288999698.8218,64649151124.5905,45644199338.8615,38402872606.0652,44370032755.9269,48509547432.0455,52403178269.1789,48784605777.4438,54066826262.9851,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Belgium,BEL,176296742884.52,180957688877.52,201394277105.759,194228328405.446,213667220661.627,249400123377.282,240857780104.014,218174585848.152,222732885549.28,221449265529.601,203477946259.606,201000311027.254,218857296974.592,268484991071.579,310258237529.435,322840768603.06,340993664323.911,392858577688.214,432780990178.714,398024041152.696,395800022866.114,422401069029.062,410354943661.441,432605996306.252,443089887782.903,381064891635.198,391256897954.297,413386790372.004,446188765517.236,440488894845.5,424635416711.221,483642703341.618,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Belize,BLZ,503774259.651468,547383059.606772,633012890.284386,683871391.46785,705237788.641227,750009250.879717,782103052.803726,801344455.493061,839281483.350987,878004798.609666,898436242.052371,923091660.977187,981799348.032502,1015377536.74665,1066095156.12463,1126652276.65207,1188982416.19029,1233815273.2266,1212403315.00909,1272329577.89991,1252206977.84327,1325150528.75013,1407558302.06869,1537304046.89143,1628314625.09173,1767906855.51798,1788574891.23488,1788055755.89788,1780520259.98978,1862752441.77071,1651532601.28744,1929542245.60458,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Benin,BEN,1604908484.51338,1630386090.63926,1302119180.67563,1828353230.2545,1177584354.56876,1583574194.10182,1716003877.11819,1678008642.49584,1842780853.10202,2947995159.72356,2850435372.75477,3043798671.56497,3557102964.57223,4577784294.67138,5323680152.2122,5694364252.82562,6096392203.57702,7095413893.15639,8512864254.60321,8396600142.56359,8188774224.96022,9279577440.04503,9757972934.37877,11126080999.201,11865082942.314,10210946433.7156,10603315191.5751,11291335985.2186,12668487223.1005,12759759263.4295,13830132732.4729,15737769728.0295,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Bhutan,BTN,236267321.323794,187413676.036159,178994947.06178,173877735.683292,210593670.360682,217589404.480454,231696801.189972,285328849.970609,271198197.478892,283393641.681647,376419389.878528,412732256.100446,461346888.315298,527390620.189588,597669475.960524,705303578.518113,776574698.879958,1011211137.1627,1049535411.82731,1043235614.65705,1263354078.712,1447530585.63796,1436458311.02072,1442587730.82575,1565354044.85903,1625361112.17538,1716612583.74352,1968936483.29966,1989545057.61444,2228561718.33924,2098180791.97101,2283956482.91253,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Bolivia,BOL,4122530448.30329,4653311799.97664,4978509843.06176,5070381496.84999,5275889395.40823,5926309410.24283,6579394776.059,7065997657.26583,7653476160.52126,7291037028.74897,7181349407.30901,7060349114.8576,6830884773.33814,6837771186.48093,7201175131.25216,7636870600.09074,8985631393.73208,10395887625.3984,13610291319.5578,14560937016.4368,16115928223.9213,19102796512.9251,20739116434.9616,23523611178.6406,25885822545.2938,27893798723.5079,29272435209.4515,31357085228.886,33455764585.1017,34324896354.2931,31346995786.8091,31712478522.0832,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Bosnia and Herzegovina,BIH,..,..,..,..,985182521.264557,1489390433.65266,2463943098.26335,3226756666.571,4649875476.51298,5070554394.32684,5631026981.73441,5777820181.54258,6555171074.05399,8071204498.54688,10029396326.9266,10546623715,11936344029.0819,14295558331.2204,17606291614.8243,16126383337.2918,15168863155.3543,16092078643.2573,14592410156.4508,15507728910.414,15593049846.6468,13651574237.7534,14233488159.6441,15210641700.781,16997318008.6282,17078344259.9393,16824320768.6584,19531593962.1873,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Botswana,BWA,3194736754.90109,3428974126.92551,3650621980.3757,3848750911.10172,3411584912.69777,3954827952.04984,3888355951.01914,4198679377.52897,4298351083.82278,4556080135.20476,4710680414.02027,4746490267.96625,4081242782.34923,5237420538.5756,6062517104.3951,7235142808.30252,7218012866.80053,7847014098.5123,7904752831.84556,7765036577.26165,9479029569.81057,12065564922.477,11368847185.6933,11361951476.8256,12115807622.9991,10484405172.8608,10642842932.2276,11452607126.919,11818416043.6883,12308111555.4803,11619903781.6201,13101223231.0675,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Brazil,BRA,322082862664.824,286487750203.528,274462862511.354,307668629334.99,436381828177.434,664793651920.962,742863677033.815,759883202203.621,729326644499.989,492262000598.267,536386708967.563,454980505820.652,411493327913.879,450592024742.451,543759652869.833,720074448158.693,901611132986.397,1144003079892.72,1364936599006.54,1332280996713.31,1719690505515.28,2003637158343.32,1841049768095.16,1876918816925.21,1849302367272.97,1344519763892.24,1334168980643.64,1564390551179.1,1439512572443.35,1414533397119.49,1120080765320.71,1210328882715.66,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Brunei Darussalam,BRN,2312314077.9199,2787296316.25905,3070911028.11678,2999861951.25978,3027410348.20274,3501230072.62263,3681615635.82537,3740379445.31769,3148525092.03787,3407389216.25368,3991381438.99703,3990020985.04039,4238851525.30939,4626136510.80623,5472372382.5855,6348883576.8866,7331751445.78598,8202721468.01604,9927111323.27979,8089972001.06122,9771621478.88305,12388260130.1839,13413612462.9095,13573483330.9313,12953209542.3624,10647352234.2435,9959128433.15925,10312062222.0544,10319927817.8464,10609129744.3203,9913318193.89109,10270331724.067,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Bulgaria,BGR,15966907949.3221,8248425249.76239,8792193210.16238,9149431780.16276,8454849861.23286,17336976578.1594,11051385197.6298,10232739166.1864,13216769917.2439,11821843620.4995,11217769791.9479,12384095975.8441,14557568295.9104,18436756473.7645,22724772662.0129,25571719447.0427,28389375094.9708,34810581583.1472,44743626135.633,42878523716.4381,41565271359.47,47089280810.0722,45615948090.9602,46656644413.6685,47989312804.0166,41775029209.2939,44463745215.0075,49326111759.8884,54463867712.6701,56961503392.9708,57630359608.5349,69565093347.5882,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Burkina Faso,BFA,2859336671.42893,2891283822.43447,3092210708.89,2942069308.04814,1722568319.23375,2180982639.05892,2390198549.49633,2248142528.56798,2562948055.80846,3104693117.07206,2777679434.39629,2976861152.2018,3351244907.26993,4382827341.36711,5021122163.45246,5640509835.58388,6012109969.21722,7004137099.31405,8614477525.98165,8434362087.79547,8677201104.51209,10009603005.4336,10801582772.306,11617976781.5574,11920920681.4628,10198918188.6912,11107091685.6132,12200976921.0222,13844982055.3953,13686055030.6714,14690120395.0309,14738025607.9887,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Burundi,BDI,818454944.65541,860593604.09073,780666049.805059,673085730.138488,637365515.631605,616319837.560598,488110615.926521,598565119.603622,530054474.964445,568849172.098723,638432663.284141,583535754.233434,504294807.408745,348552859.970752,490925276.909505,648904378.722445,799984617.608898,711754129.222693,845722051.987552,974259159.622995,1257663840.20629,1360997177.05288,1602856397.28698,1712881945.07136,1898861568.50792,2232109159.6808,1803926236.80272,1850167611.06086,1934134751.33482,1869995874.80877,1892961448.99559,1956913335.19449,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Cabo Verde,CPV,273987488.436623,283892670.659869,316354446.245166,438612125.387856,360693091.421764,430727892.568561,440785349.464624,431411897.788149,457306821.053218,519619796.914632,465604161.952913,489431967.936052,532365424.003386,703581114.042749,798138739.393495,822458330.976105,928562468.708304,1302293223.35534,1509515388.51639,1456021597.73365,1385152924.46713,1566212737.45505,1471369159.99812,1579428215.32034,1565161655.98276,1358100076.39743,1417699655.37431,1507460851.26001,1697539499.88687,1714070482.43379,1461875786.01309,1658457518.59295,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Cambodia,KHM,..,..,..,..,..,3260379261.53827,3278761774.02369,3255789557.83522,2913465857.16888,3246658686.58046,3344686876.33991,3624996607.51258,3852898203.0892,4203405817.25083,4790070551.48766,5637808832.31448,6501809280.85947,7765876967.743,9264451554.76889,9180491062.40451,9974550237.67341,11320120247.032,12313296563.9253,13231818618.3354,14371715201.8832,15523898757.4343,17198328017.0274,18995802383.9613,20928072142.6328,22914939072.7098,22263869156.3778,22808826440.8048,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Cameroon,CMR,9418010961.78347,9157339725.34757,9403212511.11603,13226678298.25,6873257902.20908,8371797946.48053,8515409049.57081,8287512791.43845,9121307646.52915,9440392087.30313,8177309914.52665,8619046990.79728,9880691886.94979,13053089712.3795,15664636082.1773,15715957536.6201,16877066649.5916,18969757358.6929,21581006715.8356,22751624879.4473,21818986588.387,23915383384.6581,23348899791.737,26529433377.688,29222207040.0858,26126342417.538,27569000248.2872,29270129659.7511,32480898289.6183,32359713829.9098,33694392977.4165,37065481265.8915,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Canada,CAN,476490914416.521,493079430812.46,474795687711.267,463838655943.066,464531000449.987,487002257397.656,503453648901.46,524636725019.66,506432888985.112,543216259522.928,594887229501.588,588967627996.841,612667211133.26,717858399300.598,830510057055.49,942451741528.425,1079174453118.7,1201559846459.22,1256320538358.36,1109323073807.75,1315286418564.75,1463468029828.34,1493524755405.91,1510396066099.5,1474341898956.82,1262658119934.01,1239270214986.99,1348743929675.13,1402394816088.41,1421442205127.79,1329216366775.64,1605547834422.99,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Central African Republic,CAF,1263376670.68654,1210900184.55354,1239088960.22983,1116206611.77366,753165782.322979,995795859.426547,880846552.824403,832296674.344654,863716830.423426,904543299.998829,826866167.913631,849248853.122191,907561687.080248,1046380748.00038,1161526292.07133,1230891246.56363,1349253075.71962,1572823175.7449,1824382741.57118,1898953474.19984,1956957821.6192,2180300866.72873,2238529603.71851,1420128231.84415,1561591370.36546,1414004962.12207,1527290143.01163,1805591274.02,1948787485.05689,1943384235.19007,1973088829.5621,2133963401.48281,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Chad,TCD,1519708973.50421,1670181170.25602,1673773233.69457,1239847175.96273,984278770.770139,1185077091.16048,1331284019.72511,1280147610.45875,1475169924.05052,1326452906.04567,1166011824.51636,1480733128.20253,1637164619.4876,1805661452.68612,2222631928.53849,3589716049.35845,4072705924.83879,5002510857.97894,5751532163.89517,6880773609.01305,7827225625.65453,8589868176.49802,8946993483.80918,9414120027.85899,10602456256.6701,8459709989.72586,7615864499.99854,7129500557.16308,8236581360.97743,8276252442.48979,7587932345.55186,8355160088.81899,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Chile,CHL,24725522396.9922,29579254669.5714,36948162137.8073,40403368462.118,45785779532.5175,59079057169.3962,63682259499.5506,70028277270.9757,68731016210.726,61723276956.9754,63000276713.4775,58485743360.9836,57409876255.7105,60769962064.7209,73374084701.4046,90111561120.1944,101992307076.928,116357501799.831,128820969591.297,129135841545.072,162329651756.006,182125401011.874,206150579012.125,219136175728.405,206731839692.603,201607398550.396,201328971166.61,217107246651.451,227546310534.168,220029243677.644,188296989141.951,216294036018.233,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,China,CHN,306978371482.291,332856631115.32,374174300453.95,386153641136.631,490597131018.261,627013689186.9,736509561131.419,820218154640.296,869018914185.538,918546315015.58,1007622760230.66,1115248697475.06,1235731477951.48,1396725754493.38,1615520571378.72,1862738376173.98,2230010940896.6,2857434158337.79,3580670677017.91,4049402890340.48,4664923791171.53,5558588753710.79,6459842698814.53,7143084686084.22,7892871215011.02,8296709954530.95,8435661005551.13,9297317126592.73,10284839661479.3,10516015372298.9,10597985631449.7,12732916907122.6,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Colombia,COL,38203405816.343,40577368439.1609,49000488817.0425,56732591877.835,70704521942.591,79316283104.6969,81835477652.0455,89970895697.6191,83567749612.0533,70745000902.2282,80676248012.073,80848533572.4427,80363596320.8879,76581149753.1801,94000508683.2615,117846441522.982,129721375803.8,166614705371.523,191531744796.542,189525646540.142,229344432974.589,258040384306.35,289550984274.619,302219653422.262,306775923849.17,247102690753.018,240548650516.569,262151103833.833,276036495061.459,269080606726.016,233191071765.861,262457593210.728,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Comoros,COM,401750024.92327,397105087.3155,431504739.864515,425657323.559032,297735639.892179,365525823.226832,362613011.524752,333400656.932878,337732845.016264,351728560.294328,324392497.129969,350542818.857247,392818847.661897,502478440.510976,584414887.407588,605242953.169908,647706322.146527,734204557.638544,842715640.683634,834674395.160088,832950009.994786,934921414.706898,923387919.511021,1015709608.41188,1047896914.15957,876930850.372276,920866430.124971,982786891.583143,1096244069.82732,1103957425.18527,1122605544.44864,1188775714.13446,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Congo, Dem. Rep.",COD,..,..,..,..,3090374243.12788,2223781402.21626,2608323176.1604,3024365292.60406,3058233205.94732,2427818641.34538,14837185773.694,4755327970.80869,5778054343.91871,5155915520.85659,6618156145.03529,7847192468.37827,10052668186.3448,11001828848.6584,12101953115.1584,11750158766.6216,14590281842.3855,16898682609.4331,19253393488.1532,21796564693.5566,22928763745.1762,25492178587.7236,26892886052.5879,27365971120.7501,35879931421.0301,41402372360.3234,38115977928.1362,32501996856.1982,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Congo, Rep.",COG,659261557.985812,1028830643.0739,1151107944.54599,753674802.19055,560584072.511058,62616608.295759,97236190.9131612,300251856.738877,528767129.76986,362242852.845356,15236965.644917,246167708.893653,342230419.082426,701379337.377744,690395761.296874,1204003946.71109,1778372733.0016,2410182048.24309,3130268209.08301,3998266872.46529,4671481925.02766,4313451261.70419,7148510730.53889,9359125543.7108,10582569517.2654,7462515048.91931,6067304277.32603,4601505141.76886,5682663573.28899,4885911327.03531,4395300328.04158,6299969558.00895,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Costa Rica,CRI,5130328593.63234,6586764262.42832,7874461780.24332,8835121117.92943,9824704831.46365,10811516140.4674,10937763668.5966,11802973072.351,12670499209.7529,12875024105.3536,13443180352.4479,14310909849.1744,14824730375.1606,15445521242.3679,16692898661.6637,17981209227.6955,20647101396.297,24613082797.578,28464869693.5109,27922106706.908,34286836984.129,38850896564.5379,43145964404.4035,46374158062.8537,47166941923.3311,51139413619.9991,53343372587.4921,54100520235.9829,55659376522.3664,57459966626.1984,55281082435.661,56532369847.645,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Cote d'Ivoire,CIV,8449124034.52527,8416120075.46648,9094939869.92134,8960647429.53485,6980267961.12606,9392575411.7003,10286468279.5099,10125956528.2245,11149694408.3279,10874779903.4171,8874045381.0289,9171707515.28849,10071580849.0111,12218485826.2947,13726981840.8611,15012596776.6958,15403947281.5752,17919385048.6055,21433654179.2312,21911682257.8087,22618513884.7215,22582385043.7393,24422563751.9036,28330452385.3948,46466479800.3275,43312710567.4984,44717062439.0292,47669715730.7049,53492303164.5343,54385585138.2128,57024604628.6985,64141668493.1022,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Croatia,HRV,..,..,..,..,..,18532500337.8295,19944703923.0529,20041956998.6137,21459720273.7074,19248785860.1315,17620115212.4508,18338813596.9415,21840749586.9998,27605858171.679,33527580243.1448,37497112295.2276,41178249386.5818,49262817906.2541,56870629025.2137,49768010443.069,47722089786.4754,49987928546.6757,45268731459.6454,47695172173.2447,47505694129.8697,42022305888.2797,42729714665.9972,46809759930.8434,51791465921.4454,51791357756.9752,47876177437.524,56452688748.266,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Cuba,CUB,24919222976.4472,21190148464.4891,19330776144.8316,19646323478.4103,24832405590.2393,26205676634.1677,21421549071.4612,21717292568.991,22168992729.1606,24340810005.4154,25981672173.8917,27189407135.4319,28858806062.824,30931537396.4646,32764356174.095,36760805676.7927,42186400672.3737,45402081688.3002,47747180792.54,48772010310.3973,50145314664.8857,58368849455.3436,62116251531.0671,65874791735.5618,68926047636.4801,74925815420.5882,78385006060.9253,82856190368.4842,85169474842.1304,88404557254.1151,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Cyprus,CYP,4789774153.88531,4945480873.33659,5916851246.32858,5645510463.88436,6353474805.60933,8098643439.56489,8138361419.95943,7695200349.33181,9164972027.32371,8540952834.22345,7875030601.77178,8400382941.93566,9446983022.98044,12223373125.9864,14291333087.6144,15318341029.0139,16655492851.6356,19741407530.5267,24198732793.126,22786681993.0657,22304095622.8597,24997589247.8315,21724664919.3024,20423865008.6999,19378425512.3966,17093866472.6943,17567581860.9517,19490485910.5367,21653877829.5415,21532497305.0165,20059802171.2203,22227522576.099,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Czechia,CZE,..,..,..,32443125735.8255,38012459900.0977,47121584085.7109,52677362068.5698,47897415330.0875,51516926756.2364,49812125262.4227,47012346104.3757,51221762755.0515,61848587295.9147,75476311508.3877,89345884973.0944,103364961829.444,115799816743.103,140762288150.078,174709043550.127,149550940807.201,149077369897.629,162137266361.661,150665211104.78,152581638532.76,150353073460.046,136079681226.172,142430342845.502,162256488954.818,185505006613.072,186455233903.003,180197235303.564,208474258824.519,..,..
